team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Austria National Team,Austria,2024,Austria,4,2,2,0,3,2,1,1,0,1,0,0,0,2.5,3,2,0,0,0,18,11,3,8,14,10,4,8,3,2,1,6,2,33,23,60,120,90,180,1,0,1,3,2,1,0,0,0,4,2,2,15,5,10,8,5,3,51,55,48,28,16,12,20,12,8,8,4,4,65,34,31,6,4,2,3,2,1,3,2,1,3,2,1,1,0,1,0,0,0,2.5,3,2,3.5,5,2,2.75,4,1.5,0.75,1,0.5,2.25,3,1.5,1.5,2,1,0.75,1,0.5,4,4,2,1,1,1,2,2,2,1,1,1,2,2,0,0,0,0,0,0,2,3,3,3,0,0,0,1,1,1,0,0,2,2,2,2,100,100,50,25,25,25,100,100,100,50,50,50,100,100,0,0,0,0,0,0,50,75,75,75,0,0,0,50,50,50,0,0,100,100,100,100,4,3,2,2,2,2,2,1,0,100,75,50,100,100,100,100,50,0,75,100,50,6,25,0,50,75,100,50,0,0,0,100,100,100,1,0,1,25,0,50,0,0,0,0,0,0,3,2,1,75,100,50,75,100,50,25,0,50,0,0,0,3.75,2.50,5.00,2,2.5,1.50,75,0,0,0,0,0,0,0,1.04,1.19,0.89,0.87,0.95,0.80,75,4,1,0,0,2,1,0,1,2,0,0,2,1,0,0,0,0,0,25,0,50,0,0,0,0
San Marino National Team,San Marino,2024,San Marino,6,3,3,0,0,0,0,1,1,0,5,2,3,0.17,0.33,0,0,0,0,146,2,14,-12,16,9,7,2,0,7,7,-5,-7,273,134,0,39,39,39,1,1,0,2,2,0,4,1,3,1,1,0,16,15,1,18,6,12,42,47,37,32,22,10,15,10,5,17,12,5,88,50,38,1,1,0,9,3,6,-8,-2,-6,0,0,0,1,1,0,5,2,3,0.17,0.33,0,2.67,3,2.33,0.33,0.67,0,2.33,2.33,2.33,1.67,1.33,2,0.17,0.33,0,1.5,1,2,5,4,3,3,1,0,2,2,2,2,1,0,3,2,1,1,0,0,1,2,3,3,5,6,1,1,1,1,2,3,0,1,2,2,3,3,83,67,50,50,17,0,67,67,67,67,33,0,100,67,33,33,0,0,17,33,50,50,83,100,33,33,33,33,67,100,0,33,67,67,100,100,5,3,2,2,1,1,3,2,1,83,50,33,67,33,33,100,67,33,0,0,0,0,17,33,0,33,67,0,67,33,100,17,33,0,1,1,0,17,33,0,5,2,3,83,67,100,1,1,0,17,33,0,0,0,0,17,33,0,83,67,100,2.67,5.00,0.33,3,2,4.00,50,33,17,17,17,17,17,17,0.84,1.14,0.54,1.54,1.50,1.58,83,0,0,1,0,0,0,0,0,1,4,0,0,3,3,3,0,0,1,17,33,0,83,67,100,17
FYR Macedonia National Team,FYR Macedonia,2024,FYR Macedonia,4,1,3,0,0,0,0,1,1,0,3,0,3,0.25,1,0,0,0,0,144,2,7,-5,9,2,7,1,1,1,6,0,-5,180,90,273,51,90,45,0,0,0,2,1,1,2,0,2,1,1,0,6,3,3,5,2,3,47,56,44,33,13,20,16,7,9,17,6,11,50,14,36,1,1,0,3,0,3,-2,1,-3,1,1,0,1,0,1,2,0,2,1,3,0.33,2.25,2,2.33,0.5,1,0.33,1.75,1,2,1,1,1,0.25,1,0,0.75,0,1,4,3,2,0,0,0,1,1,0,0,0,0,3,2,2,0,0,0,0,1,2,4,4,4,0,0,1,1,1,1,0,1,1,3,3,3,100,75,50,0,0,0,100,100,0,0,0,0,100,67,67,0,0,0,0,25,50,100,100,100,0,0,100,100,100,100,0,33,33,100,100,100,3,1,0,1,0,0,2,1,0,75,25,0,100,0,0,67,33,0,0,0,0,72,0,0,0,50,100,33,50,0,67,25,100,0,2,1,1,50,100,33,3,0,3,75,0,100,0,0,0,0,0,0,25,100,0,25,0,33,50,0,67,1.50,3.00,1.00,1.25,2,1.00,25,25,25,25,0,0,0,0,1.14,1.70,0.95,1.22,1.06,1.27,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,1,2,25,100,0,75,0,100,0
Georgia National Team,Georgia,2024,Georgia,1,0,1,0,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0,116,3,1,2,4,0,4,0,3,0,1,0,2,30,0,30,90,0,90,0,0,0,1,0,1,0,0,0,1,0,1,7,0,7,0,0,0,50,0,50,13,0,13,10,0,10,3,0,3,13,0,13,2,0,2,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3,4,0,4,3,0,3,1,0,1,2,0,2,2,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,100,1,1,0,0,0,0,1,1,0,100,100,0,0,0,0,100,100,0,100,0,100,0,0,0,0,100,0,100,0,0,0,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,7.00,0.00,7.00,0,0,0.00,100,100,100,100,0,0,0,0,0.87,0.00,1.87,0.42,0.00,1.42,100,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Spain National Team,Spain,2024,Spain,4,4,0,0,2,2,0,1,1,0,1,1,0,1.75,1.75,0,0,0,0,43,13,5,8,18,18,0,13,0,5,0,8,0,28,28,0,72,72,0,1,1,0,2,2,0,1,1,0,2,2,0,25,25,0,4,4,0,70,70,0,59,59,0,29,29,0,30,30,0,52,52,0,7,7,0,2,2,0,5,5,0,3,3,0,1,1,0,0,0,0,2.5,2.5,0,4.5,4.5,0,3.25,3.25,0,1.25,1.25,0,2.25,2.25,0,1.75,1.75,0,0.5,0.5,0,4,3,3,3,3,2,4,3,3,3,3,2,0,0,0,0,0,0,0,1,1,1,1,2,0,1,1,1,1,2,0,0,0,0,0,0,100,75,75,75,75,50,100,75,75,75,75,50,0,0,0,0,0,0,0,25,25,25,25,50,0,25,25,25,25,50,0,0,0,0,0,0,3,2,2,3,2,2,0,0,0,75,50,50,75,50,50,0,0,0,50,50,0,0,25,25,0,50,50,0,25,25,0,50,50,0,2,2,0,50,50,0,1,1,0,25,25,0,2,2,0,50,50,0,75,75,0,25,25,0,0,0,0,6.25,6.25,0.00,1,1,0.00,75,50,25,0,0,0,0,0,1.71,1.96,0.00,0.63,0.88,0.00,175,0,3,2,2,0,2,1,1,2,1,0,0,1,1,0,1,0,1,25,25,0,25,25,0,0
Luxembourg National Team,Luxembourg,2024,Luxembourg,3,1,2,0,1,1,0,0,0,0,2,0,2,1,3,0,0,0,0,120,2,7,-5,9,3,6,2,0,1,6,1,-6,134,45,0,39,90,30,0,0,0,1,1,0,2,0,2,0,0,0,11,7,4,3,1,2,44,65,33,12,9,3,6,5,1,6,4,2,29,12,17,2,2,0,3,1,2,-1,1,-2,1,1,0,0,0,0,2,0,2,1,3,0,3,3,3,0.67,2,0,2.33,1,3,1.67,3,1,0.67,2,0,1,1,1,3,3,3,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,3,3,3,0,0,0,1,1,1,0,0,0,2,2,2,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,3,1,1,1,1,1,2,0,0,100,33,33,100,100,100,100,0,0,33,100,0,128,0,0,0,33,100,0,67,0,100,0,0,0,0,0,0,0,0,0,2,0,2,67,0,100,1,1,0,33,100,0,33,100,0,0,0,0,67,0,100,3.67,7.00,2.00,1,1,1.00,100,100,100,67,67,67,0,0,0.68,1.61,0.22,1.80,0.84,2.29,33,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,1,1,0,0,0,67,0,100,0
Portugal National Team,Portugal,2024,Portugal,5,4,1,0,3,3,0,0,0,0,2,1,1,1.8,2.25,0,0,0,0,28,13,8,5,21,19,2,13,0,6,2,7,-2,35,28,0,56,60,45,1,1,0,3,3,0,1,0,1,3,3,0,33,29,4,3,1,2,63,63,65,61,52,9,32,30,2,29,22,7,46,33,13,6,6,0,1,1,0,5,5,0,3,3,0,1,0,1,1,1,0,2,2.25,1,4.2,4.75,2,2.6,3.25,0,1.6,1.5,2,1.4,1.75,0,1.2,1.5,0,0.2,0.25,0,5,5,4,2,2,2,4,4,4,2,2,2,1,1,0,0,0,0,0,0,1,3,3,3,0,0,0,2,2,2,0,0,1,1,1,1,100,100,80,40,40,40,100,100,100,50,50,50,100,100,0,0,0,0,0,0,20,60,60,60,0,0,0,50,50,50,0,0,100,100,100,100,4,2,1,4,2,1,0,0,0,80,40,20,100,50,25,0,0,0,60,75,0,16,20,25,0,60,75,0,20,0,100,60,75,0,4,3,1,80,75,100,2,1,1,40,25,100,0,0,0,0,0,0,60,75,0,20,0,100,20,25,0,6.60,7.25,4.00,0.6,0.25,2.00,80,60,40,20,20,20,20,20,1.73,1.86,1.24,0.94,0.95,0.91,160,0,2,1,1,4,3,1,0,1,1,0,0,0,0,2,0,4,1,0,0,0,40,25,100,20
Norway National Team,Norway,2024,Norway,4,3,1,0,1,1,0,1,1,0,2,1,1,1,1.33,0,0,0,0,75,6,6,0,12,8,4,5,1,3,3,2,-2,60,54,90,60,90,30,1,1,0,3,2,1,0,0,0,3,3,0,24,18,6,6,5,1,56,56,57,37,31,6,18,15,3,19,16,3,48,37,11,3,3,0,3,1,2,0,2,-2,2,2,0,1,1,0,1,0,1,1.75,2.33,0,3,2.67,4,1.5,1.67,1,1.5,1,3,1.5,1.33,2,0.75,1,0,0.75,0.33,2,4,4,3,1,0,0,3,3,2,0,0,0,1,1,1,1,0,0,0,0,1,3,4,4,0,0,1,3,3,3,0,0,0,0,1,1,100,100,75,25,0,0,100,100,67,0,0,0,100,100,100,100,0,0,0,0,25,75,100,100,0,0,33,100,100,100,0,0,0,0,100,100,4,2,0,3,1,0,1,1,0,100,50,0,100,33,0,100,100,0,25,33,0,22,25,33,0,75,67,100,0,0,0,75,100,0,2,2,0,50,67,0,1,0,1,25,0,100,1,1,0,25,33,0,50,67,0,25,33,0,25,0,100,6.00,6.00,6.00,1.5,1.67,1.00,75,75,75,50,25,25,25,0,1.32,1.42,1.01,1.05,1.01,1.15,75,0,3,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,3,25,33,0,50,33,100,0
Romania National Team,Romania,2024,Romania,4,3,1,0,0,0,0,3,3,0,1,0,1,0.75,1,0,0,0,0,123,3,4,-1,7,2,5,1,2,1,3,0,-1,120,273,45,90,273,30,2,2,0,2,1,1,2,2,0,0,0,0,23,17,6,6,4,2,53,57,38,58,47,11,23,18,5,35,29,6,43,36,7,1,1,0,3,1,2,-2,0,-2,0,0,0,3,3,0,1,0,1,0.75,1,0,1.75,0.67,5,0.75,0.33,2,1,0.33,3,1,0.67,2,0.25,0.33,0,0.75,0.33,2,2,2,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,2,2,3,3,3,4,2,2,3,3,3,3,0,0,0,0,0,1,50,50,25,25,25,0,33,33,0,0,0,0,100,100,100,100,100,0,50,50,75,75,75,100,67,67,100,100,100,100,0,0,0,0,0,100,2,2,0,1,1,0,1,1,0,50,50,0,33,33,0,100,100,0,0,0,0,6,50,67,0,50,33,100,50,67,0,0,0,0,2,2,0,50,67,0,3,2,1,75,67,100,1,1,0,25,33,0,0,0,0,75,100,0,25,0,100,5.75,5.67,6.00,1.5,1.33,2.00,75,75,50,50,0,0,0,0,1.82,1.97,1.37,0.84,0.63,1.47,75,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,75,100,0,25,0,100,0
Northern Ireland National Team,Northern Ireland,2024,Northern Ireland,4,1,3,0,2,1,1,1,0,1,1,0,1,1.75,3,1.33,0,0,0,44,5,6,-1,11,2,9,2,3,0,6,2,-3,72,45,90,60,0,45,2,1,1,2,0,2,0,0,0,4,1,3,10,8,2,6,2,4,36,75,23,24,11,13,12,6,6,12,5,7,48,12,36,5,2,3,5,0,5,0,2,-2,2,1,1,1,0,1,1,0,1,1.75,3,1.33,2.75,2,3,1.25,2,1,1.5,0,2,2.5,2,2.67,1.25,2,1,1.25,0,1.67,4,3,1,1,1,1,1,1,0,0,0,0,3,2,1,1,1,1,0,1,3,3,3,3,0,0,1,1,1,1,0,1,2,2,2,2,100,75,25,25,25,25,100,100,0,0,0,0,100,67,33,33,33,33,0,25,75,75,75,75,0,0,100,100,100,100,0,33,67,67,67,67,4,3,1,1,1,0,3,2,1,100,75,25,100,100,0,100,67,33,50,100,33,80,50,100,33,50,0,67,0,0,0,100,100,100,2,1,1,50,100,33,0,0,0,0,0,0,2,0,2,50,0,67,50,100,33,25,0,33,25,0,33,2.50,8.00,0.67,1.5,2,1.33,50,50,0,0,0,0,0,0,0.80,1.51,0.56,1.10,0.20,1.40,125,2,1,1,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0,25,0,33,25,0,33,0
Sweden National Team,Sweden,2024,Sweden,5,3,2,0,2,2,0,0,0,0,3,1,2,1.2,2,0,0,0,0,58,6,11,-5,17,7,10,3,3,4,7,-1,-4,75,90,60,41,68,26,1,1,0,3,1,2,1,1,0,1,1,0,24,15,9,5,3,2,56,62,48,45,29,16,28,20,8,17,9,8,73,42,31,2,1,1,6,2,4,-4,-1,-3,0,0,0,3,2,1,2,1,1,0.6,0.67,0.5,3.4,2.33,5,1.2,1,1.5,2.2,1.33,3.5,1.6,1,2.5,0.4,0.33,0.5,1.2,0.67,2,5,4,4,1,1,1,3,2,2,0,0,0,2,2,2,1,1,1,0,1,1,4,4,4,0,1,1,3,3,3,0,0,0,1,1,1,100,80,80,20,20,20,100,67,67,0,0,0,100,100,100,50,50,50,0,20,20,80,80,80,0,33,33,100,100,100,0,0,0,50,50,50,4,3,1,2,1,0,2,2,1,80,60,20,67,33,0,100,100,50,40,67,0,12,20,33,0,60,33,100,20,33,0,20,33,0,1,1,0,20,33,0,3,2,1,60,67,50,2,1,1,40,33,50,0,0,0,60,67,50,40,33,50,4.80,5.00,4.50,1,1,1.00,60,60,40,40,20,20,20,20,1.32,1.47,1.10,1.20,0.82,1.77,120,1,0,1,0,0,2,1,0,1,1,2,1,1,1,2,2,0,1,0,0,0,60,33,100,20
Ukraine National Team,Ukraine,2024,Ukraine,3,0,3,0,1,0,1,1,0,1,1,0,1,1.33,0,1.33,0,0,0,83,5,3,2,8,0,8,0,5,0,3,0,2,54,0,54,90,0,90,2,0,2,1,0,1,1,0,1,1,0,1,14,0,14,5,0,5,40,0,40,35,0,35,15,0,15,20,0,20,26,0,26,3,0,3,3,0,3,0,0,0,1,0,1,1,0,1,1,0,1,1.33,0,1.33,2.67,0,2.67,1.67,0,1.67,1,0,1,2,0,2,1,0,1,1,0,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,1,1,1,3,3,0,0,0,0,0,0,1,1,1,1,3,3,67,67,67,67,0,0,0,0,0,0,0,0,67,67,67,67,0,0,33,33,33,33,100,100,0,0,0,0,0,0,33,33,33,33,100,100,2,2,1,0,0,0,2,2,1,67,67,33,0,0,0,67,67,33,33,0,33,0,67,0,67,33,0,33,33,0,33,33,0,33,2,0,2,67,0,67,1,0,1,33,0,33,1,0,1,33,0,33,33,0,33,33,0,33,33,0,33,4.67,0.00,4.67,1.67,0,1.67,100,100,67,67,67,67,67,33,1.14,0.00,1.47,1.38,0.00,1.71,100,1,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,33,0,33,33,0,33,33
Moldova National Team,Moldova,2024,Moldova,6,3,3,0,3,2,1,2,0,2,1,1,0,1.83,2,1.67,0,0,0,10,10,8,2,18,10,8,4,6,6,2,-2,4,54,68,45,68,45,134,2,1,1,3,1,2,1,1,0,4,2,2,22,16,6,13,5,8,51,50,53,39,21,18,18,11,7,21,10,11,63,36,27,5,2,3,3,2,1,2,0,2,4,2,2,0,0,0,2,1,1,2,2,2,3,3.33,2.67,1.67,1.33,2,1.33,2,0.67,1.33,1.33,1.33,0.83,0.67,1,0.5,0.67,0.33,6,5,3,3,1,0,3,2,2,2,1,0,3,3,1,1,0,0,0,1,3,3,5,6,0,1,1,1,2,3,0,0,2,2,3,3,100,83,50,50,17,0,100,67,67,67,33,0,100,100,33,33,0,0,0,17,50,50,83,100,0,33,33,33,67,100,0,0,67,67,100,100,6,2,0,3,1,0,3,1,0,100,33,0,100,33,0,100,33,0,50,67,33,-35,33,33,33,50,33,67,17,33,0,67,67,67,4,2,2,67,67,67,2,1,1,33,33,33,0,0,0,0,0,0,67,67,67,0,0,0,33,33,33,4.40,5.33,3.00,2.6,1.67,4.00,60,60,0,0,0,0,0,0,1.24,1.24,1.23,1.24,1.19,1.31,117,1,0,1,2,1,1,0,2,2,1,0,0,0,4,2,1,0,0,33,0,67,17,33,0,0
Latvia National Team,Latvia,2024,Latvia,2,1,1,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,133,2,2,0,4,2,2,1,1,1,1,0,0,90,90,90,90,90,90,0,0,0,2,1,1,0,0,0,0,0,0,13,9,4,2,2,0,47,50,44,19,12,7,6,3,3,13,9,4,13,0,13,1,1,0,2,1,1,-1,0,-1,0,0,0,1,1,0,1,0,1,0.5,1,0,2,2,2,1,1,1,1,1,1,1.5,2,1,0.5,1,0,1,1,1,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,2,0,0,1,1,1,1,0,0,1,1,1,1,100,100,0,0,0,0,100,100,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,100,100,100,100,0,0,100,100,100,100,2,1,0,1,1,0,1,0,0,100,50,0,100,100,0,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,50,0,100,1,1,0,50,100,0,0,0,0,50,100,0,50,0,100,6.50,9.00,4.00,1,2,0.00,100,100,100,100,0,0,0,0,1.24,1.54,0.92,0.76,0.49,1.02,50,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,100,100,100,0,0,0,0
Liechtenstein National Team,Liechtenstein,2024,Liechtenstein,6,2,4,0,1,1,0,2,0,2,3,1,2,0.83,1.5,0.5,0,0,0,65,2,10,-8,12,5,7,1,1,4,6,-3,-5,273,180,360,54,45,60,2,1,1,1,0,1,4,1,3,2,1,1,8,6,2,26,6,20,50,50,50,14,8,6,3,2,1,11,6,5,72,20,52,2,1,1,4,2,2,-2,-1,-1,1,1,0,3,0,3,2,1,1,1,1.5,0.75,2,2.5,1.75,0.33,0.5,0.25,1.67,2,1.5,1,1.5,0.75,0.33,0.5,0.25,0.67,1,0.5,5,4,2,1,0,0,2,1,1,1,0,0,3,3,1,0,0,0,1,2,4,5,6,6,0,1,1,1,2,2,1,1,3,4,4,4,83,67,33,17,0,0,100,50,50,50,0,0,75,75,25,0,0,0,17,33,67,83,100,100,0,50,50,50,100,100,25,25,75,100,100,100,4,2,0,2,1,0,2,1,0,67,33,0,100,50,0,50,25,0,17,50,0,16,33,50,25,17,0,25,67,50,75,33,50,25,3,1,2,50,50,50,4,1,3,67,50,75,1,0,1,17,0,25,17,50,0,50,0,75,33,50,25,1.33,3.00,0.50,4.33,3,5.00,83,50,17,17,0,0,0,0,0.35,0.59,0.23,2.00,1.70,2.15,33,1,1,0,0,0,0,0,0,0,1,1,0,1,3,2,1,0,1,33,0,50,50,50,50,0
Poland National Team,Poland,2024,Poland,2,2,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,53,5,2,3,7,7,0,5,0,2,0,3,0,36,36,0,90,90,0,0,0,0,2,2,0,0,0,0,2,2,0,10,10,0,2,2,0,55,55,0,27,27,0,14,14,0,13,13,0,24,24,0,4,4,0,1,1,0,3,3,0,2,2,0,0,0,0,0,0,0,3,3,0,3.5,3.5,0,2.5,2.5,0,1,1,0,2.5,2.5,0,2,2,0,0.5,0.5,0,2,2,2,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,100,100,100,50,0,0,100,100,100,50,0,0,0,0,0,0,0,0,0,0,0,50,100,100,0,0,0,50,100,100,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,100,50,50,100,50,50,0,0,0,100,100,0,0,0,0,0,100,100,0,0,0,0,100,100,0,1,1,0,50,50,0,0,0,0,0,0,0,1,1,0,50,50,0,100,100,0,0,0,0,0,0,0,5.00,5.00,0.00,1,1,0.00,100,100,100,100,100,100,50,50,1.10,1.60,0.00,1.33,1.83,0.00,100,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50
Slovenia National Team,Slovenia,2024,Slovenia,5,3,2,0,3,2,1,2,1,1,0,0,0,2.2,2.33,2,0,0,0,9,8,4,4,12,7,5,5,3,2,2,3,1,56,54,60,113,134,90,2,1,1,3,2,1,0,0,0,4,2,2,23,7,16,6,3,3,46,46,47,38,22,16,22,14,8,16,8,8,74,41,33,4,2,2,1,1,0,3,1,2,3,1,2,2,2,0,0,0,0,2.2,1.67,3,2.4,2.33,2.5,1.6,1.67,1.5,0.8,0.67,1,1,1,1,0.8,0.67,1,0.2,0.33,0,5,4,2,1,0,0,3,3,1,0,0,0,2,1,1,1,0,0,0,1,3,4,5,5,0,0,2,3,3,3,0,1,1,1,2,2,100,80,40,20,0,0,100,100,33,0,0,0,100,50,50,50,0,0,0,20,60,80,100,100,0,0,67,100,100,100,0,50,50,50,100,100,4,1,0,2,1,0,2,0,0,80,20,0,67,33,0,100,0,0,60,67,50,10,40,33,50,60,67,50,0,0,0,80,67,100,4,2,2,80,67,100,1,1,0,20,33,0,1,1,0,20,33,0,60,33,100,40,67,0,0,0,0,4.60,2.33,8.00,1.2,1,1.50,60,60,60,60,40,20,0,0,1.16,1.18,1.13,1.20,1.31,1.03,100,0,2,2,0,0,0,1,2,1,1,0,0,0,0,3,0,0,0,40,33,50,0,0,0,0
