team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Germany National Team,Germany,2024,Germany,4,3,1,0,3,2,1,1,1,0,0,0,0,2.5,2.33,3,0,0,0,16,6,2,4,8,6,2,4,2,2,0,2,2,60,68,45,180,134,0,2,1,1,2,2,0,1,1,0,1,0,1,35,30,5,3,2,1,63,64,58,51,39,12,23,17,6,28,22,6,45,35,10,2,1,1,2,2,0,0,-1,1,1,0,1,2,2,0,1,1,0,1.25,0.67,3,2,2,2,1.5,1.33,2,0.5,0.67,0,1,1,1,0.5,0.33,1,0.5,0.67,0,3,3,2,0,0,0,2,2,2,0,0,0,1,1,0,0,0,0,1,1,2,4,4,4,1,1,1,3,3,3,0,0,1,1,1,1,75,75,50,0,0,0,67,67,67,0,0,0,100,100,0,0,0,0,25,25,50,100,100,100,33,33,33,100,100,100,0,0,100,100,100,100,3,1,0,2,1,0,1,0,0,75,25,0,67,33,0,100,0,0,75,67,100,-23,50,33,100,50,67,0,25,33,0,25,0,100,2,1,1,50,33,100,2,2,0,50,67,0,1,1,0,25,33,0,25,0,100,50,67,0,25,33,0,8.75,10.00,5.00,0.75,0.67,1.00,100,75,50,50,50,50,50,25,1.72,1.76,1.61,1.00,0.93,1.20,50,1,1,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,25,33,0,0,0,0,25
England National Team,England,2024,England,4,4,0,0,1,1,0,1,1,0,2,2,0,1,1,0,0,0,0,88,5,4,1,9,9,0,5,0,4,0,1,0,72,72,0,90,90,0,1,1,0,1,1,0,2,2,0,1,1,0,31,31,0,5,5,0,64,64,0,45,45,0,19,19,0,26,26,0,35,35,0,1,1,0,3,3,0,-2,-2,0,0,0,0,2,2,0,2,2,0,0.5,0.5,0,2.25,2.25,0,1.25,1.25,0,1,1,0,1,1,0,0.25,0.25,0,0.75,0.75,0,4,2,2,1,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,2,2,3,4,4,0,2,2,3,4,4,0,0,0,0,0,0,100,50,50,25,0,0,100,50,50,25,0,0,0,0,0,0,0,0,0,50,50,75,100,100,0,50,50,75,100,100,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,50,25,25,50,25,25,0,0,0,25,25,0,0,25,25,0,25,25,0,50,50,0,25,25,0,2,2,0,50,50,0,3,3,0,75,75,0,1,1,0,25,25,0,0,0,0,50,50,0,50,50,0,7.75,7.75,0.00,1.25,1.25,0.00,100,75,75,50,50,50,25,0,1.32,1.57,0.00,0.46,0.71,0.00,25,0,1,0,0,0,1,0,0,3,0,2,0,1,0,0,0,1,0,25,25,0,50,50,0,0
Republic of Ireland National Team,Republic of Ireland,2024,Republic of Ireland,4,3,1,0,1,1,0,1,1,0,2,1,1,1,1.33,0,0,0,0,95,2,5,-3,7,4,3,2,0,2,3,0,-3,180,134,0,72,134,30,1,1,0,1,1,0,3,2,1,1,1,0,11,9,2,4,4,0,40,43,31,21,18,3,5,4,1,16,14,2,41,32,9,1,1,0,3,2,1,-2,-1,-1,0,0,0,2,2,0,2,1,1,0.5,0.67,0,1.75,1.33,3,0.5,0.67,0,1.25,0.67,3,1,1,1,0.25,0.33,0,0.75,0.67,1,3,2,2,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,1,2,2,4,4,4,1,2,2,3,3,3,0,0,0,1,1,1,75,50,50,0,0,0,67,33,33,0,0,0,100,100,100,0,0,0,25,50,50,100,100,100,33,67,67,100,100,100,0,0,0,100,100,100,3,1,0,2,1,0,1,0,0,75,25,0,67,33,0,100,0,0,25,33,0,40,25,33,0,25,33,0,75,67,100,25,33,0,1,1,0,25,33,0,3,2,1,75,67,100,1,1,0,25,33,0,0,0,0,50,67,0,50,33,100,2.75,3.00,2.00,1,1.33,0.00,100,75,50,25,0,0,0,0,0.63,0.70,0.41,1.20,0.98,1.88,25,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,25,33,0,50,33,100,0
Greece National Team,Greece,2024,Greece,2,0,2,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,0,0,0,111,3,2,1,5,0,5,0,3,0,2,0,1,60,0,60,90,0,90,1,0,1,1,0,1,0,0,0,2,0,2,7,0,7,2,0,2,41,0,41,30,0,30,15,0,15,15,0,15,23,0,23,3,0,3,0,0,0,3,0,3,2,0,2,0,0,0,0,0,0,3,0,3,2.5,0,2.5,1.5,0,1.5,1,0,1,1.5,0,1.5,1.5,0,1.5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,100,100,50,0,0,0,0,0,0,0,0,0,100,100,50,0,0,0,0,0,50,100,100,100,0,0,0,0,0,0,0,0,50,100,100,100,2,1,0,0,0,0,2,1,0,100,50,0,0,0,0,100,50,0,50,0,50,0,50,0,50,50,0,50,0,0,0,100,0,100,2,0,2,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,3.50,0.00,3.50,1,0,1.00,100,100,100,50,50,50,50,50,1.43,0.00,1.93,0.78,0.00,1.28,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,50,0,50,50
Armenia National Team,Armenia,2024,Armenia,4,2,2,0,1,1,0,0,0,0,3,1,2,0.75,1.5,0,0,0,0,112,4,6,-2,10,4,6,2,2,2,4,0,-2,90,90,90,60,90,45,0,0,0,3,1,2,1,1,0,2,1,1,25,11,14,4,0,4,44,49,40,35,19,16,16,11,5,19,8,11,39,16,23,2,1,1,3,1,2,-1,0,-1,1,1,0,1,0,1,2,1,1,1,1.5,0.5,2.5,2,3,1,1,1,1.5,1,2,1.25,1,1.5,0.5,0.5,0.5,0.75,0.5,1,4,3,3,0,0,0,2,1,1,0,0,0,2,2,2,0,0,0,0,1,1,4,4,4,0,1,1,2,2,2,0,0,0,2,2,2,100,75,75,0,0,0,100,50,50,0,0,0,100,100,100,0,0,0,0,25,25,100,100,100,0,50,50,100,100,100,0,0,0,100,100,100,4,1,0,2,0,0,2,1,0,100,25,0,100,0,0,100,50,0,25,50,0,17,0,0,0,75,50,100,25,50,0,50,50,50,1,1,0,25,50,0,2,1,1,50,50,50,1,0,1,25,0,50,25,50,0,25,0,50,50,50,50,6.25,5.50,7.00,1,0,2.00,75,75,50,50,50,25,0,0,1.23,1.42,1.04,1.33,1.13,1.52,50,1,1,0,0,0,2,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,75,50,100,0
Hungary National Team,Hungary,2024,Hungary,4,3,1,0,3,3,0,0,0,0,1,0,1,2.25,3,0,0,0,0,21,7,2,5,9,6,3,6,1,0,2,6,-1,51,45,90,180,0,45,3,3,0,1,0,1,0,0,0,3,3,0,12,5,7,7,5,2,52,51,56,39,29,10,23,17,6,16,12,4,49,36,13,4,3,1,1,0,1,3,3,0,1,1,0,3,2,1,0,0,0,1.5,1.67,1,2.25,2,3,1.75,2,1,0.5,0,2,1.25,1,2,1,1,1,0.25,0,1,4,3,2,0,0,0,3,2,1,0,0,0,1,1,1,0,0,0,0,1,2,4,4,4,0,1,2,3,3,3,0,0,0,1,1,1,100,75,50,0,0,0,100,67,33,0,0,0,100,100,100,0,0,0,0,25,50,100,100,100,0,33,67,100,100,100,0,0,0,100,100,100,2,2,1,1,1,1,1,1,0,50,50,25,33,33,33,100,100,0,75,100,0,57,75,100,0,25,0,100,0,0,0,75,100,0,3,3,0,75,100,0,2,2,0,50,67,0,1,0,1,25,0,100,25,33,0,75,67,100,0,0,0,3.00,1.67,7.00,1.75,1.67,2.00,75,75,25,0,0,0,0,0,1.27,1.26,1.28,0.98,1.12,0.56,50,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,25,0,100,0
Cyprus National Team,Cyprus,2024,Cyprus,4,2,2,0,1,0,1,1,1,0,2,1,1,1,0.5,1.5,0,0,0,91,7,6,1,13,3,10,1,6,2,4,-1,2,51,180,30,60,90,45,0,0,0,3,1,2,1,1,0,2,1,1,23,11,12,3,2,1,42,34,50,38,15,23,19,5,14,19,10,9,43,21,22,2,1,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,1.5,1.5,1.5,3.25,1.5,5,1.75,0.5,3,1.5,1,2,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,4,3,2,2,2,0,2,1,0,0,0,0,2,2,2,2,2,0,0,1,2,2,2,4,0,1,2,2,2,2,0,0,0,0,0,2,100,75,50,50,50,0,100,50,0,0,0,0,100,100,100,100,100,0,0,25,50,50,50,100,0,50,100,100,100,100,0,0,0,0,0,100,4,0,0,2,0,0,2,0,0,100,0,0,100,0,0,100,0,0,25,0,50,-19,0,0,0,75,50,100,25,50,0,50,50,50,2,1,1,50,50,50,2,1,1,50,50,50,0,0,0,0,0,0,50,50,50,0,0,0,50,50,50,5.75,5.50,6.00,0.75,1,0.50,100,100,75,50,25,25,25,25,1.42,1.09,1.76,1.16,0.98,1.34,125,0,0,0,1,2,3,0,0,1,1,0,0,0,1,0,0,2,2,25,50,0,50,50,50,25
Israel National Team,Israel,2024,Israel,2,0,2,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,0,0,0,105,4,3,1,7,0,7,0,4,0,3,0,1,45,0,45,60,0,60,1,0,1,0,0,0,1,0,1,1,0,1,8,0,8,2,0,2,46,0,46,14,0,14,10,0,10,4,0,4,19,0,19,3,0,3,3,0,3,0,0,0,1,0,1,0,0,0,1,0,1,1.5,0,1.5,3.5,0,3.5,2,0,2,1.5,0,1.5,3,0,3,1.5,0,1.5,1.5,0,1.5,2,2,2,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,100,100,100,50,0,0,0,0,0,0,0,0,100,100,100,50,0,0,0,0,0,50,100,100,0,0,0,0,0,0,0,0,0,50,100,100,2,2,2,0,0,0,2,2,2,100,100,100,0,0,0,100,100,100,50,0,50,0,50,0,50,0,0,0,50,0,50,50,0,50,1,0,1,50,0,50,1,0,1,50,0,50,0,0,0,0,0,0,50,0,50,0,0,0,50,0,50,4.00,0.00,4.00,1,0,1.00,0,0,0,0,0,0,0,0,0.57,0.00,1.07,0.60,0.00,1.10,100,1,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,50,0,50,0
Italy National Team,Italy,2024,Italy,4,3,1,0,3,2,1,1,1,0,0,0,0,2.5,2.33,3,0,0,0,12,5,1,4,6,4,2,3,2,1,0,2,2,72,90,45,360,273,0,3,2,1,1,1,0,1,1,0,3,2,1,32,24,8,6,2,4,57,61,44,42,33,9,16,12,4,26,21,5,62,44,18,3,2,1,1,1,0,2,1,1,2,1,1,2,2,0,0,0,0,2,1.67,3,1.5,1.33,2,1.25,1,2,0.25,0.33,0,1,1,1,0.75,0.67,1,0.25,0.33,0,3,2,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,1,2,3,4,4,4,1,2,2,3,3,3,0,0,1,1,1,1,75,50,25,0,0,0,67,33,33,0,0,0,100,100,0,0,0,0,25,50,75,100,100,100,33,67,67,100,100,100,0,0,100,100,100,100,3,1,0,2,1,0,1,0,0,75,25,0,67,33,0,100,0,0,75,67,100,-26,75,67,100,25,33,0,25,33,0,75,67,100,3,2,1,75,67,100,1,1,0,25,33,0,1,1,0,25,33,0,50,33,100,50,67,0,0,0,0,8.00,8.00,8.00,1.5,0.67,4.00,100,100,100,75,75,75,75,25,1.31,1.39,1.04,0.78,0.71,0.99,25,1,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,25,33,0,0,0,0,25
Albania National Team,Albania,2024,Albania,4,3,1,0,2,2,0,0,0,0,2,1,1,1.5,2,0,0,0,0,59,6,5,1,11,10,1,6,0,4,1,2,-1,60,45,0,72,68,90,1,1,0,1,1,0,2,1,1,2,2,0,19,15,4,4,2,2,51,52,49,30,22,8,12,11,1,18,11,7,31,23,8,2,2,0,1,1,0,1,1,0,2,2,0,1,0,1,1,1,0,1.75,2,1,2.75,3.33,1,1.5,2,0,1.25,1.33,1,0.75,1,0,0.5,0.67,0,0.25,0.33,0,4,3,3,1,0,0,3,3,3,1,0,0,1,0,0,0,0,0,0,1,1,3,4,4,0,0,0,2,3,3,0,1,1,1,1,1,100,75,75,25,0,0,100,100,100,33,0,0,100,0,0,0,0,0,0,25,25,75,100,100,0,0,0,67,100,100,0,100,100,100,100,100,3,0,0,3,0,0,0,0,0,75,0,0,100,0,0,0,0,0,50,67,0,14,25,33,0,25,33,0,50,33,100,50,67,0,3,2,1,75,67,100,2,1,1,50,33,100,0,0,0,0,0,0,50,67,0,25,0,100,25,33,0,4.75,5.00,4.00,1,0.67,2.00,75,25,0,0,0,0,0,0,1.08,1.16,0.83,0.92,0.77,1.34,75,0,1,0,1,1,0,1,0,2,0,1,0,0,0,0,1,0,3,0,0,0,50,33,100,0
Belgium National Team,Belgium,2024,Belgium,4,2,2,0,2,2,0,2,0,2,0,0,0,2,3,1,0,0,0,30,7,2,5,9,5,4,5,2,0,2,5,0,51,36,90,180,0,90,3,2,1,1,0,1,1,0,1,3,2,1,27,20,7,1,0,1,61,71,51,48,36,12,24,19,5,24,17,7,37,14,23,4,2,2,1,0,1,3,2,1,3,2,1,1,0,1,0,0,0,2.5,3,2,2.25,2.5,2,1.75,2.5,1,0.5,0,1,1.25,1,1.5,1,1,1,0.25,0,0.5,3,3,2,1,0,0,2,2,1,0,0,0,1,1,1,1,0,0,1,1,2,3,4,4,0,0,1,2,2,2,1,1,1,1,2,2,75,75,50,25,0,0,100,100,50,0,0,0,50,50,50,50,0,0,25,25,50,75,100,100,0,0,50,100,100,100,50,50,50,50,100,100,3,1,1,2,0,0,1,1,1,75,25,25,100,0,0,50,50,50,50,100,0,72,75,100,50,25,0,50,25,0,50,75,100,50,3,2,1,75,100,50,1,0,1,25,0,50,1,0,1,25,0,50,75,100,50,25,0,50,0,0,0,6.75,10.00,3.50,0.25,0,0.50,100,75,75,75,50,50,25,25,1.52,2.27,0.78,0.84,0.44,1.26,0,0,1,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,1,50,0,100,0,0,0,0
Bulgaria National Team,Bulgaria,2024,Bulgaria,4,0,4,0,1,0,1,3,0,3,0,0,0,1.5,0,1.5,0,0,0,60,3,2,1,5,0,5,0,3,0,2,0,1,120,0,120,180,0,180,2,0,2,2,0,2,1,0,1,3,0,3,15,0,15,4,0,4,50,0,50,22,0,22,10,0,10,12,0,12,37,0,37,1,0,1,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0,1,0,1,1.25,0,1.25,0.75,0,0.75,0.5,0,0.5,0.5,0,0.5,0.25,0,0.25,0.25,0,0.25,3,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,2,4,4,4,4,0,0,0,0,0,0,1,2,4,4,4,4,75,50,0,0,0,0,0,0,0,0,0,0,75,50,0,0,0,0,25,50,100,100,100,100,0,0,0,0,0,0,25,50,100,100,100,100,1,1,0,0,0,0,1,1,0,25,25,0,0,0,0,25,25,0,25,0,25,0,50,0,50,50,0,50,25,0,25,75,0,75,3,0,3,75,0,75,3,0,3,75,0,75,1,0,1,25,0,25,0,0,0,100,0,100,0,0,0,5.00,0.00,5.00,1,0,1.00,67,67,67,67,33,33,33,33,0.80,0.00,1.14,1.23,0.00,1.57,50,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,75,0,75,0,0,0,33
Kosovo National Team,Kosovo,2024,Kosovo,3,0,3,0,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,109,1,5,-4,6,0,6,0,1,0,5,0,-4,273,0,273,54,0,54,1,0,1,0,0,0,2,0,2,1,0,1,9,0,9,9,0,9,52,0,52,16,0,16,4,0,4,12,0,12,35,0,35,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1.33,0,1.33,2,0,2,0.33,0,0.33,1.67,0,1.67,0.67,0,0.67,0.33,0,0.33,0.33,0,0.33,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,2,3,3,3,0,0,0,0,0,0,0,1,2,3,3,3,100,67,33,0,0,0,0,0,0,0,0,0,100,67,33,0,0,0,0,33,67,100,100,100,0,0,0,0,0,0,0,33,67,100,100,100,2,0,0,0,0,0,2,0,0,67,0,0,0,0,0,67,0,0,33,0,33,0,33,0,33,0,0,0,67,0,67,33,0,33,2,0,2,67,0,67,2,0,2,67,0,67,0,0,0,0,0,0,33,0,33,33,0,33,33,0,33,3.00,0.00,3.00,3,0,3.00,67,67,0,0,0,0,0,0,0.50,0.00,0.84,0.98,0.00,1.31,33,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,67,0,67,0
Estonia National Team,Estonia,2024,Estonia,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,173,2,8,-6,10,0,10,0,2,0,8,0,-6,134,0,134,34,0,34,0,0,0,2,0,2,1,0,1,1,0,1,10,0,10,4,0,4,33,0,33,18,0,18,10,0,10,8,0,8,36,0,36,1,0,1,4,0,4,-3,0,-3,0,0,0,1,0,1,2,0,2,0.33,0,0.33,3.33,0,3.33,0.67,0,0.67,2.67,0,2.67,1.67,0,1.67,0.33,0,0.33,1.33,0,1.33,3,3,3,1,0,0,0,0,0,0,0,0,3,3,3,1,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,2,3,3,100,100,100,33,0,0,0,0,0,0,0,0,100,100,100,33,0,0,0,0,0,67,100,100,0,0,0,0,0,0,0,0,0,67,100,100,3,2,0,0,0,0,3,2,0,100,67,0,0,0,0,100,67,0,0,0,0,0,0,0,0,67,0,67,33,0,33,33,0,33,0,0,0,0,0,0,2,0,2,67,0,67,1,0,1,33,0,33,0,0,0,33,0,33,67,0,67,3.33,0.00,3.33,1.33,0,1.33,67,67,33,33,33,0,0,0,0.52,0.00,0.85,1.09,0.00,1.42,100,0,1,0,0,0,0,1,0,0,0,1,2,1,1,1,2,0,0,0,0,0,100,0,100,0
Azerbaijan National Team,Azerbaijan,2024,Azerbaijan,4,3,1,0,2,2,0,1,1,0,1,0,1,1.75,2.33,0,0,0,0,42,6,6,0,12,8,4,5,1,3,3,2,-2,60,54,90,60,90,30,1,1,0,3,2,1,0,0,0,1,1,0,33,30,3,5,4,1,56,58,50,60,53,7,24,21,3,36,32,4,30,20,10,1,1,0,3,2,1,-2,-1,-1,0,0,0,2,2,0,2,1,1,0.5,0.67,0,3,2.67,4,1.5,1.67,1,1.5,1,3,1,1,1,0.25,0.33,0,0.75,0.67,1,4,3,2,2,1,0,3,2,1,1,1,0,1,1,1,1,0,0,0,1,2,2,3,4,0,1,2,2,2,3,0,0,0,0,1,1,100,75,50,50,25,0,100,67,33,33,33,0,100,100,100,100,0,0,0,25,50,50,75,100,0,33,67,67,67,100,0,0,0,0,100,100,2,1,1,1,1,1,1,0,0,50,25,25,33,33,33,100,0,0,50,67,0,22,25,33,0,75,67,100,0,0,0,25,33,0,2,2,0,50,67,0,3,2,1,75,67,100,1,1,0,25,33,0,0,0,0,50,67,0,50,33,100,8.25,10.00,3.00,1.25,1.33,1.00,100,75,75,75,75,75,50,50,2.13,2.47,1.12,1.02,0.91,1.35,125,0,0,0,0,1,1,0,1,3,1,1,1,0,0,1,0,0,2,25,33,0,25,0,100,50
Wales National Team,Wales,2024,Wales,2,0,2,0,0,0,0,1,0,1,1,0,1,0.5,0,0.5,0,0,0,140,0,4,-4,4,0,4,0,0,0,4,0,-4,0,0,0,45,0,45,1,0,1,0,0,0,2,0,2,0,0,0,19,0,19,4,0,4,60,0,60,18,0,18,6,0,6,12,0,12,22,0,22,0,0,0,1,0,1,-1,0,-1,0,0,0,1,0,1,1,0,1,0.5,0,0.5,2,0,2,0,0,0,2,0,2,0.5,0,0.5,0,0,0,0.5,0,0.5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,1,1,1,2,2,50,50,50,50,0,0,0,0,0,0,0,0,50,50,50,50,0,0,50,50,50,50,100,100,0,0,0,0,0,0,50,50,50,50,100,100,1,0,0,0,0,0,1,0,0,50,0,0,0,0,0,50,0,0,0,0,0,50,50,0,50,0,0,0,100,0,100,0,0,0,1,0,1,50,0,50,2,0,2,100,0,100,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,9.50,0.00,9.50,2,0,2.00,100,100,100,100,100,100,50,50,0.71,0.00,1.21,0.44,0.00,0.94,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,50,0,50,50,0,50,50
Netherlands National Team,Netherlands,2024,Netherlands,4,3,1,0,3,3,0,0,0,0,1,0,1,2.25,3,0,0,0,0,27,13,2,11,15,12,3,12,1,0,2,12,-1,28,23,90,180,0,45,3,3,0,1,0,1,0,0,0,4,3,1,16,14,2,2,1,1,52,57,38,54,46,8,29,25,4,25,21,4,35,29,6,3,2,1,1,0,1,2,2,0,2,2,0,2,1,1,0,0,0,2,2.33,1,3.75,4,3,3.25,4,1,0.5,0,2,1,0.67,2,0.75,0.67,1,0.25,0,1,4,4,4,3,0,0,3,3,3,3,0,0,1,1,1,0,0,0,0,0,0,1,4,4,0,0,0,0,3,3,0,0,0,1,1,1,100,100,100,75,0,0,100,100,100,100,0,0,100,100,100,0,0,0,0,0,0,25,100,100,0,0,0,0,100,100,0,0,0,100,100,100,3,1,0,2,0,0,1,1,0,75,25,0,67,0,0,100,100,0,75,100,0,62,75,100,0,25,0,100,0,0,0,100,100,100,3,3,0,75,100,0,1,1,0,25,33,0,1,0,1,25,0,100,50,67,0,50,33,100,0,0,0,4.00,4.67,2.00,0.5,0.33,1.00,75,75,50,25,25,25,0,0,1.67,1.92,0.89,1.02,0.82,1.60,100,1,0,1,1,2,1,1,2,4,0,1,0,0,0,0,0,0,1,0,0,0,25,0,100,0
