team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Puerto Rico FC,Puerto Rico,2025,Puerto Rico,4,3,1,0,0,0,0,2,2,0,2,1,1,0.5,0.67,0,0,0,0,129,3,11,-8,14,12,2,3,0,9,2,-6,-2,120,90,0,33,30,45,0,0,0,2,2,0,2,1,1,2,2,0,7,2,5,7,3,4,44,41,50,16,13,3,9,9,0,7,4,3,4,4,0,2,2,0,5,4,1,-3,-2,-1,1,1,0,1,1,0,2,1,1,1,1.33,0,3.5,4,2,0.75,1,0,2.75,3,2,1.75,2,1,0.5,0.67,0,1.25,1.33,1,4,4,2,2,1,1,3,3,2,2,1,1,1,1,0,0,0,0,0,0,2,2,3,3,0,0,1,1,2,2,0,0,1,1,1,1,100,100,50,50,25,25,100,100,67,67,33,33,100,100,0,0,0,0,0,0,50,50,75,75,0,0,33,33,67,67,0,0,100,100,100,100,4,2,1,3,2,1,1,0,0,100,50,25,100,67,33,100,0,0,0,0,0,12,0,0,0,50,67,0,50,33,100,50,67,0,1,1,0,25,33,0,2,1,1,50,33,100,1,1,0,25,33,0,25,33,0,25,33,0,50,33,100,2.33,1.00,5.00,2.33,1.5,4.00,33,33,33,0,0,0,0,0,0.72,0.91,0.33,2.18,2.63,1.27,50,1,0,1,0,0,0,0,0,1,0,2,1,1,1,2,1,1,2,50,67,0,50,33,100,0
Finland National Team,Finland,2025,Finland,2,1,1,0,1,1,0,0,0,0,1,0,1,1.5,3,0,0,0,0,108,4,1,3,5,4,1,4,0,0,1,4,-1,45,23,0,180,0,90,1,1,0,0,0,0,1,0,1,1,1,0,6,6,0,1,0,1,60,76,43,16,13,3,10,9,1,6,4,2,23,10,13,2,2,0,1,0,1,1,2,-1,1,1,0,0,0,0,1,0,1,1.5,3,0,2.5,4,1,2,4,0,0.5,0,1,1.5,2,1,1,2,0,0.5,0,1,2,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,1,1,0,1,1,1,1,1,100,50,50,50,0,0,100,100,100,100,0,0,100,0,0,0,0,0,0,50,50,50,100,100,0,0,0,0,100,100,0,100,100,100,100,100,2,1,0,1,1,0,1,0,0,100,50,0,100,100,0,100,0,0,50,100,0,100,50,100,0,0,0,0,50,0,100,50,100,0,1,1,0,50,100,0,1,0,1,50,0,100,0,0,0,0,0,0,50,100,0,0,0,0,50,0,100,3.00,6.00,0.00,0.5,0,1.00,100,50,50,0,0,0,0,0,1.24,2.04,0.44,0.96,0.33,1.58,50,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,50,0,100,0
Andorra National Team,Andorra,2025,Andorra,2,0,2,0,0,0,0,1,0,1,1,0,1,0.5,0,0.5,0,0,0,158,0,4,-4,4,0,4,0,0,0,4,0,-4,0,0,0,45,0,45,1,0,1,0,0,0,2,0,2,0,0,0,2,0,2,5,0,5,28,0,28,8,0,8,4,0,4,4,0,4,26,0,26,0,0,0,2,0,2,-2,0,-2,0,0,0,1,0,1,1,0,1,0.5,0,0.5,2,0,2,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,1,1,1,2,2,50,50,50,50,0,0,0,0,0,0,0,0,50,50,50,50,0,0,50,50,50,50,100,100,0,0,0,0,0,0,50,50,50,50,100,100,1,1,0,0,0,0,1,1,0,50,50,0,0,0,0,50,50,0,0,0,0,50,50,0,50,0,0,0,100,0,100,0,0,0,1,0,1,50,0,50,2,0,2,100,0,100,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,1.00,0.00,1.00,2.5,0,2.50,100,50,50,0,0,0,0,0,0.03,0.00,0.53,1.76,0.00,2.26,50,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,50,0,50,50,0,50,0
Kazakhstan National Team,Kazakhstan,2025,Kazakhstan,4,2,2,0,1,1,0,0,0,0,3,1,2,0.75,1.5,0,0,0,0,120,3,7,-4,10,4,6,2,1,2,5,0,-4,120,90,180,51,90,36,1,1,0,1,0,1,2,1,1,1,1,0,4,0,4,1,0,1,55,0,55,11,0,11,5,0,5,6,0,6,7,0,7,2,2,0,3,0,3,-1,2,-3,1,1,0,1,1,0,2,0,2,1,2,0,2.5,2,3,0.75,1,0.5,1.75,1,2.5,1.25,1,1.5,0.5,1,0,0.75,0,1.5,4,3,1,1,1,0,2,2,0,0,0,0,2,1,1,1,1,0,0,1,3,3,3,4,0,0,2,2,2,2,0,1,1,1,1,2,100,75,25,25,25,0,100,100,0,0,0,0,100,50,50,50,50,0,0,25,75,75,75,100,0,0,100,100,100,100,0,50,50,50,50,100,3,2,0,1,1,0,2,1,0,75,50,0,50,50,0,100,50,0,25,50,0,38,25,50,0,25,0,50,50,50,50,25,50,0,2,2,0,50,100,0,3,1,2,75,50,100,0,0,0,0,0,0,25,50,0,25,50,0,50,0,100,2.00,0.00,2.00,1,0,1.00,100,50,0,0,0,0,0,0,0.67,0.00,1.17,0.95,0.00,1.45,50,0,1,0,1,0,0,0,1,0,0,0,2,1,1,0,1,0,2,0,0,0,75,50,100,0
North Korea National Team,North Korea,2025,North Korea,2,0,2,0,1,0,1,1,0,1,0,0,0,2,0,2,0,0,0,89,3,1,2,4,0,4,0,3,0,1,0,2,60,0,60,180,0,180,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,1.5,0,1.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,50,0,50,50,0,50,0,0,0,50,0,50,1,0,1,100,0,100,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0
Maldives National Team,Maldives,2025,Maldives,3,0,3,0,0,0,0,1,0,1,2,0,2,0.33,0,0.33,0,0,0,135,2,7,-5,9,0,9,0,2,0,7,0,-5,134,0,134,39,0,39,0,0,0,2,0,2,1,0,1,1,0,1,14,0,14,0,0,0,46,0,46,20,0,20,4,0,4,16,0,16,24,0,24,0,0,0,4,0,4,-4,0,-4,0,0,0,1,0,1,2,0,2,0.33,0,0.33,3,0,3,0.67,0,0.67,2.33,0,2.33,1.33,0,1.33,0,0,0,1.33,0,1.33,3,3,2,1,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,1,2,3,3,100,100,67,33,0,0,0,0,0,0,0,0,100,100,67,33,0,0,0,0,33,67,100,100,0,0,0,0,0,0,0,0,33,67,100,100,2,1,1,0,0,0,2,1,1,67,33,33,0,0,0,67,33,33,0,0,0,0,0,0,0,67,0,67,33,0,33,33,0,33,1,0,1,33,0,33,3,0,3,100,0,100,0,0,0,0,0,0,0,0,0,33,0,33,67,0,67,4.67,0.00,4.67,0,0,0.00,100,100,100,100,100,33,33,33,0.52,0.00,0.86,1.63,0.00,1.96,33,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,1,1,1,33,0,33,67,0,67,33
Russia National Team,Russia,2025,Russia,10,8,2,0,6,4,2,3,3,0,1,1,0,2.1,1.88,3,0,0,0,1,25,7,18,32,22,10,17,8,5,2,12,6,36,42,23,129,143,90,4,4,0,5,3,2,2,2,0,8,6,2,50,40,10,18,16,2,59,58,60,151,121,30,58,44,14,93,77,16,121,99,22,16,10,6,1,1,0,15,9,6,8,6,2,1,1,0,1,1,0,2.5,2.38,3,3.2,2.75,5,2.5,2.13,4,0.7,0.63,1,1.7,1.38,3,1.6,1.25,3,0.1,0.13,0,9,9,6,4,4,0,7,7,4,2,2,0,2,2,2,2,2,0,1,1,4,6,6,10,1,1,4,6,6,8,0,0,0,0,0,2,90,90,60,40,40,0,88,88,50,25,25,0,100,100,100,100,100,0,10,10,40,60,60,100,12,12,50,75,75,100,0,0,0,0,0,100,9,5,3,7,3,1,2,2,2,90,50,30,88,38,13,100,100,100,60,50,100,-3,40,50,0,50,38,100,20,25,0,80,75,100,9,7,2,90,88,100,2,2,0,20,25,0,0,0,0,0,0,0,80,75,100,10,13,0,10,13,0,5.00,5.00,5.00,1.8,2,1.00,70,60,40,10,10,10,10,0,1.78,1.75,1.89,0.88,0.88,0.85,120,1,3,4,3,5,6,2,1,0,0,0,0,1,1,1,1,2,1,30,38,0,10,13,0,0
Nigeria National Team,Nigeria,2025,Nigeria,3,0,3,0,0,0,0,2,0,2,1,0,1,0.67,0,0.67,0,0,0,132,4,5,-1,9,0,9,0,4,0,5,0,-1,68,0,68,54,0,54,0,0,0,3,0,3,0,0,0,1,0,1,18,0,18,4,0,4,52,0,52,24,0,24,10,0,10,14,0,14,28,0,28,2,0,2,3,0,3,-1,0,-1,0,0,0,2,0,2,1,0,1,0.67,0,0.67,3,0,3,1.33,0,1.33,1.67,0,1.67,1.67,0,1.67,0.67,0,0.67,1,0,1,3,3,2,1,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,1,2,3,3,100,100,67,33,0,0,0,0,0,0,0,0,100,100,67,33,0,0,0,0,33,67,100,100,0,0,0,0,0,0,0,0,33,67,100,100,3,2,0,0,0,0,3,2,0,100,67,0,0,0,0,100,67,0,0,0,0,0,0,0,0,100,0,100,0,0,0,33,0,33,0,0,0,0,0,0,1,0,1,33,0,33,2,0,2,67,0,67,0,0,0,67,0,67,33,0,33,6.00,0.00,6.00,1.33,0,1.33,100,67,33,33,33,0,0,0,0.69,0.00,1.02,0.46,0.00,0.79,67,1,0,0,0,1,1,0,1,0,0,1,2,0,0,1,1,0,0,67,0,67,33,0,33,0
Senegal National Team,Senegal,2025,Senegal,7,1,6,0,2,0,2,2,1,1,3,0,3,1.14,1,1.17,0,0,0,30,14,8,6,22,0,22,0,14,0,8,0,6,45,0,39,79,0,68,2,1,1,4,0,4,2,1,1,2,0,2,17,2,15,6,0,6,42,50,40,36,0,36,16,0,16,20,0,20,43,0,43,8,0,8,4,0,4,4,0,4,2,0,2,3,1,2,2,0,2,1.29,1,1.33,3.14,0,3.67,2,0,2.33,1.14,0,1.33,1.71,0,2,1.14,0,1.33,0.57,0,0.67,6,6,4,2,1,1,0,0,0,0,0,0,6,6,4,2,1,1,1,1,3,5,6,6,1,1,1,1,1,1,0,0,2,4,5,5,86,86,57,29,14,14,0,0,0,0,0,0,100,100,67,33,17,17,14,14,43,71,86,86,100,100,100,100,100,100,0,0,33,67,83,83,5,3,1,0,0,0,5,3,1,71,43,14,0,0,0,83,50,17,29,0,33,0,29,100,17,57,0,67,29,100,17,29,0,33,4,1,3,57,100,50,4,1,3,57,100,50,1,0,1,14,0,17,29,0,33,43,100,33,29,0,33,4.25,2.00,5.00,1.5,0,1.50,75,75,50,50,50,50,50,25,1.11,0.40,1.35,0.97,0.35,1.17,129,2,3,0,3,1,0,1,1,3,1,0,2,1,0,2,2,0,0,29,100,17,43,0,50,0
Canada National Team,Canada,2025,Canada,8,5,3,0,4,1,3,3,3,0,1,1,0,1.88,1.2,3,0,0,0,4,10,3,7,13,7,6,4,6,3,0,1,6,72,113,45,237,150,0,6,3,3,1,1,0,4,4,0,4,1,3,29,18,11,28,15,13,41,41,39,81,45,36,30,16,14,51,29,22,119,65,54,7,3,4,0,0,0,7,3,4,4,1,3,4,4,0,0,0,0,2,1.4,3,1.63,1.4,2,1.25,0.8,2,0.38,0.6,0,0.88,0.6,1.33,0.88,0.6,1.33,0,0,0,5,3,2,1,1,1,2,1,1,1,1,1,3,2,1,0,0,0,3,5,6,7,7,7,3,4,4,4,4,4,0,1,2,3,3,3,63,38,25,13,13,13,40,20,20,20,20,20,100,67,33,0,0,0,37,62,75,87,87,87,60,80,80,80,80,80,0,33,67,100,100,100,4,2,1,1,1,1,3,1,0,50,25,13,20,20,20,100,33,0,50,20,100,-47,75,60,100,13,20,0,50,80,0,50,20,100,8,5,3,100,100,100,4,4,0,50,80,0,0,0,0,0,0,0,50,20,100,50,80,0,0,0,0,3.63,3.60,3.67,3.5,3,4.33,50,25,13,0,0,0,0,0,1.14,0.99,1.38,0.90,0.85,0.97,38,1,1,3,1,1,0,0,1,2,0,0,0,0,0,0,0,1,2,38,60,0,13,20,0,0
Tunisia National Team,Tunisia,2025,Tunisia,7,3,4,0,2,2,0,2,1,1,3,0,3,1.14,2.33,0.25,0,0,0,29,7,10,-3,17,9,8,6,1,3,7,3,-6,90,45,360,63,90,51,1,1,0,3,2,1,3,0,3,3,2,1,35,13,22,8,1,7,46,54,40,45,29,16,20,12,8,25,17,8,37,0,37,3,2,1,5,1,4,-2,1,-3,1,1,0,4,2,2,2,0,2,1,1.67,0.5,2.43,3,2,1,2,0.25,1.43,1,1.75,1.14,1,1.25,0.43,0.67,0.25,0.71,0.33,1,7,6,2,1,1,0,3,3,1,1,1,0,4,3,1,0,0,0,0,1,5,6,6,7,0,0,2,2,2,3,0,1,3,4,4,4,100,86,29,14,14,0,100,100,33,33,33,0,100,75,25,0,0,0,0,14,71,86,86,100,0,0,67,67,67,100,0,25,75,100,100,100,5,3,0,2,1,0,3,2,0,71,43,0,67,33,0,75,50,0,29,67,0,65,14,33,0,43,67,25,43,0,75,43,67,25,3,2,1,43,67,25,4,1,3,57,33,75,2,1,1,29,33,25,14,33,0,57,67,50,29,0,50,5.00,4.33,5.50,1.33,0.33,2.33,86,86,71,43,43,0,0,0,1.02,1.41,0.73,1.08,0.94,1.18,43,0,0,1,1,1,1,1,0,2,1,1,1,1,3,0,1,1,1,29,33,25,43,0,75,0
New Zealand National Team,New Zealand,2025,New Zealand,8,3,5,0,1,1,0,1,0,1,6,2,4,0.5,1,0.2,0,0,0,73,5,12,-7,17,8,9,3,2,5,7,-2,-5,143,90,225,60,54,64,1,1,0,4,2,2,3,0,3,2,1,1,26,4,22,12,6,6,42,46,39,62,12,50,25,7,18,37,5,32,89,26,63,2,1,1,2,1,1,0,0,0,2,1,1,4,1,3,2,1,1,1.25,1.33,1.2,2.13,2.67,1.8,0.63,1,0.4,1.5,1.67,1.4,0.5,0.67,0.4,0.25,0.33,0.2,0.25,0.33,0.2,8,5,3,1,0,0,3,2,2,1,0,0,5,3,1,0,0,0,0,3,5,7,8,8,0,1,1,2,3,3,0,2,4,5,5,5,100,63,38,13,0,0,100,67,67,33,0,0,100,60,20,0,0,0,0,37,62,87,100,100,0,33,33,67,100,100,0,40,80,100,100,100,4,0,0,2,0,0,2,0,0,50,0,0,67,0,0,40,0,0,13,33,0,24,13,33,0,50,67,40,38,0,60,25,33,20,6,2,4,75,67,80,6,2,4,75,67,80,0,0,0,0,0,0,25,33,20,50,33,60,25,33,20,3.25,1.33,4.40,1.5,2,1.20,75,63,50,38,38,13,13,13,0.98,0.64,1.18,1.83,1.47,2.05,63,0,0,0,0,2,2,0,1,0,1,0,0,1,2,3,1,1,3,13,0,20,75,67,80,0
Latvia National Team,Latvia,2025,Latvia,2,1,1,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,10,5,5,6,3,3,50,50,50,20,10,10,6,3,3,14,7,7,28,11,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,5.00,5.00,5.00,3,3,3.00,50,0,0,0,0,0,0,0,1.22,1.18,1.25,1.33,0.76,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0
Grenada National Team,Grenada,2025,Grenada,6,4,2,0,4,4,0,1,0,1,1,0,1,2.17,3,0.5,0,0,0,6,13,8,5,21,14,7,12,1,2,6,10,-5,41,30,180,68,180,30,2,2,0,3,2,1,1,0,1,5,4,1,19,18,1,0,0,0,60,55,73,28,26,2,16,14,2,12,12,0,17,0,17,8,8,0,3,0,3,5,8,-3,4,4,0,1,0,1,1,0,1,2.17,3,0.5,3.5,3.5,3.5,2.17,3,0.5,1.33,0.5,3,1.83,2,1.5,1.33,2,0,0.5,0,1.5,6,6,3,3,3,0,4,4,2,2,2,0,2,2,1,1,1,0,0,0,3,3,3,6,0,0,2,2,2,4,0,0,1,1,1,2,100,100,50,50,50,0,100,100,50,50,50,0,100,100,50,50,50,0,0,0,50,50,50,100,0,0,50,50,50,100,0,0,50,50,50,100,5,4,2,4,3,1,1,1,1,83,67,33,100,75,25,50,50,50,67,100,0,50,33,50,0,50,50,50,17,0,50,83,100,50,5,4,1,83,100,50,2,0,2,33,0,100,0,0,0,0,0,0,67,100,0,17,0,50,17,0,50,4.75,9.00,0.50,0,0,0.00,75,50,50,50,50,25,25,0,1.00,1.19,0.41,1.21,0.63,2.94,83,2,2,1,2,1,2,0,1,2,0,1,0,0,2,2,0,2,1,17,0,50,17,0,50,0
Singapore National Team,Singapore,2025,Singapore,5,3,2,0,1,1,0,1,1,0,3,1,2,0.8,1.33,0,0,0,0,88,7,8,-1,15,7,8,4,3,3,5,1,-2,64,68,60,56,90,36,0,0,0,4,2,2,1,1,0,1,1,0,21,14,7,4,3,1,50,50,49,43,28,15,15,9,6,28,19,9,8,1,7,4,3,1,3,1,2,1,2,-1,1,1,0,1,0,1,2,1,1,1,1.5,0.5,3,2.33,4,1.4,1.33,1.5,1.6,1,2.5,1.75,2,1.5,1,1.5,0.5,0.75,0.5,1,5,4,3,2,1,0,3,2,1,1,0,0,2,2,2,1,1,0,0,1,2,3,4,5,0,1,2,2,3,3,0,0,0,1,1,2,100,80,60,40,20,0,100,67,33,33,0,0,100,100,100,50,50,0,0,20,40,60,80,100,0,33,67,67,100,100,0,0,0,50,50,100,4,2,1,2,1,1,2,1,0,100,50,25,100,50,50,100,50,0,20,33,0,17,0,0,0,80,67,100,20,33,0,20,33,0,1,1,0,25,50,0,2,1,1,50,50,50,1,0,1,25,0,50,25,50,0,25,0,50,50,50,50,5.25,7.00,3.50,1.33,1.5,1.00,75,75,75,75,75,50,25,25,1.34,1.75,0.93,1.52,0.98,2.07,60,1,2,0,1,0,0,1,1,0,0,2,1,0,1,2,0,0,1,20,33,0,60,33,100,0
Nepal National Team,Nepal,2025,Nepal,3,0,3,0,1,0,1,2,0,2,0,0,0,1.67,0,1.67,0,0,0,64,3,2,1,5,0,5,0,3,0,2,0,1,90,0,90,134,0,134,2,0,2,1,0,1,1,0,1,2,0,2,10,0,10,6,0,6,50,0,50,19,0,19,7,0,7,12,0,12,24,0,24,2,0,2,0,0,0,2,0,2,2,0,2,1,0,1,0,0,0,2.33,0,2.33,1.67,0,1.67,1,0,1,0.67,0,0.67,0.67,0,0.67,0.67,0,0.67,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,2,2,2,3,3,0,0,0,0,0,0,1,2,2,2,3,3,67,33,33,33,0,0,0,0,0,0,0,0,67,33,33,33,0,0,33,67,67,67,100,100,0,0,0,0,0,0,33,67,67,67,100,100,2,0,0,0,0,0,2,0,0,67,0,0,0,0,0,67,0,0,33,0,33,0,67,0,67,33,0,33,33,0,33,67,0,67,3,0,3,100,0,100,1,0,1,33,0,33,0,0,0,0,0,0,67,0,67,33,0,33,0,0,0,3.33,0.00,3.33,2,0,2.00,33,33,33,33,33,0,0,0,0.49,0.00,0.83,1.19,0.00,1.52,67,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,67,0,67,0,0,0,0
Mexico National Team,Mexico,2025,Mexico,8,8,0,0,1,1,0,4,4,0,3,3,0,0.88,0.88,0,0,0,0,32,7,13,-6,20,20,0,7,0,13,0,-6,0,102,102,0,55,55,0,3,3,0,4,4,0,3,3,0,3,3,0,17,17,0,19,19,0,54,54,0,83,83,0,28,28,0,55,55,0,113,113,0,3,3,0,3,3,0,0,0,0,2,2,0,4,4,0,2,2,0,1.25,1.25,0,2.5,2.5,0,0.88,0.88,0,1.63,1.63,0,0.75,0.75,0,0.38,0.38,0,0.38,0.38,0,6,5,4,3,1,1,6,5,4,3,1,1,0,0,0,0,0,0,2,3,4,5,7,7,2,3,4,5,7,7,0,0,0,0,0,0,75,63,50,38,13,13,75,63,50,38,13,13,0,0,0,0,0,0,25,37,50,62,87,87,25,37,50,62,87,87,0,0,0,0,0,0,5,1,0,5,1,0,0,0,0,63,13,0,63,13,0,0,0,0,13,13,0,0,38,38,0,50,50,0,38,38,0,38,38,0,5,5,0,63,63,0,5,5,0,63,63,0,1,1,0,13,13,0,25,25,0,50,50,0,25,25,0,2.43,2.43,0.00,2.38,2.38,0.00,43,43,43,28,0,0,0,0,1.05,1.17,0.00,1.00,1.13,0.00,75,1,0,1,0,1,2,0,1,1,0,3,0,0,1,2,3,2,2,50,50,0,38,38,0,0
