team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Zambia National Team,Zambia,2025,Zambia,4,1,3,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,175,3,13,-10,16,2,14,0,3,2,11,-2,-8,120,0,90,28,45,25,0,0,0,2,0,2,2,1,1,0,0,0,9,0,9,1,0,1,39,0,39,8,0,8,1,0,1,7,0,7,20,0,20,1,0,1,6,1,5,-5,-1,-4,0,0,0,0,0,0,4,1,3,0,0,0,4,2,4.67,0.75,0,1,3.25,2,3.67,1.75,1,2,0.25,0,0.33,1.5,1,1.67,4,4,3,3,2,0,1,1,0,0,0,0,3,3,3,3,2,0,0,0,1,1,2,4,0,0,1,1,1,1,0,0,0,0,1,3,100,100,75,75,50,0,100,100,0,0,0,0,100,100,100,100,67,0,0,0,25,25,50,100,0,0,100,100,100,100,0,0,0,0,33,100,4,2,1,1,0,0,3,2,1,100,50,25,100,0,0,100,67,33,0,0,0,-31,0,0,0,50,0,67,50,100,33,0,0,0,0,0,0,0,0,0,3,1,2,75,100,67,1,0,1,25,0,33,0,0,0,0,0,0,100,100,100,4.50,0.00,4.50,0.33,0,0.33,50,50,0,0,0,0,0,0,0.11,0.00,0.61,1.59,0.00,2.09,100,0,0,1,0,1,0,0,0,1,2,0,1,0,3,3,2,2,0,0,0,0,100,100,100,0
Sudan National Team,Sudan,2025,Sudan,3,0,3,0,0,0,0,2,0,2,1,0,1,0.67,0,0.67,0,0,0,128,0,2,-2,2,0,2,0,0,0,2,0,-2,0,0,0,134,0,134,2,0,2,0,0,0,3,0,3,0,0,0,4,0,4,1,0,1,49,0,49,10,0,10,2,0,2,8,0,8,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,0.67,0,0.67,0,0,0,0.67,0,0.67,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,3,3,3,0,0,0,0,0,0,2,2,3,3,3,3,33,33,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,67,67,100,100,100,100,0,0,0,0,0,0,67,67,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,67,0,67,0,0,0,100,0,100,0,0,0,3,0,3,100,0,100,3,0,3,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,2.00,0.00,2.00,1,0,1.00,0,0,0,0,0,0,0,0,0.21,0.00,0.71,0.52,0.00,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,67,0,67,33,0,33,0
Sri Lanka National Team,Sri Lanka,2025,Sri Lanka,3,2,1,0,2,1,1,1,1,0,0,0,0,2.33,2,3,0,0,0,41,4,2,2,6,3,3,2,2,1,1,1,1,68,90,45,134,180,90,1,1,0,2,1,1,0,0,0,2,1,1,9,5,4,0,0,0,56,61,50,13,9,4,7,4,3,6,5,1,28,28,0,1,0,1,0,0,0,1,0,1,1,0,1,2,2,0,0,0,0,1.67,1,3,2,1.5,3,1.33,1,2,0.67,0.5,1,0.33,0,1,0.33,0,1,0,0,0,3,2,1,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,3,3,0,1,2,2,2,2,0,0,0,1,1,1,100,67,33,0,0,0,100,50,0,0,0,0,100,100,100,0,0,0,0,33,67,100,100,100,0,50,100,100,100,100,0,0,0,100,100,100,1,0,0,0,0,0,1,0,0,33,0,0,0,0,0,100,0,0,67,50,100,0,33,50,0,67,50,100,0,0,0,67,50,100,3,2,1,100,100,100,2,2,0,67,100,0,0,0,0,0,0,0,33,0,100,67,100,0,0,0,0,4.50,5.00,4.00,0,0,0.00,50,50,50,50,50,0,0,0,1.03,1.46,0.59,0.57,0.75,0.38,33,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,33,50,0,0,0,0,0
Lebanon National Team,Lebanon,2025,Lebanon,5,1,4,0,3,1,2,1,0,1,1,0,1,2,3,1.75,0,0,0,12,6,1,5,7,4,3,4,2,0,1,4,1,75,23,180,450,0,360,4,1,3,0,0,0,2,0,2,3,1,2,9,7,2,5,0,5,45,50,44,21,13,8,9,7,2,12,6,6,16,0,16,2,0,2,1,0,1,1,0,1,2,0,2,2,1,1,1,0,1,1.6,1,1.75,1.4,4,0.75,1.2,4,0.5,0.2,0,0.25,0.6,0,0.75,0.4,0,0.5,0.2,0,0.25,4,1,1,1,0,0,1,1,1,1,0,0,3,0,0,0,0,0,1,4,4,4,5,5,0,0,0,0,1,1,1,4,4,4,4,4,80,20,20,20,0,0,100,100,100,100,0,0,75,0,0,0,0,0,20,80,80,80,100,100,0,0,0,0,100,100,25,100,100,100,100,100,3,0,0,0,0,0,3,0,0,60,0,0,0,0,0,75,0,0,60,100,50,167,80,100,75,0,0,0,40,0,50,60,100,50,4,1,3,80,100,75,3,1,2,60,100,50,0,0,0,0,0,0,40,0,50,40,100,25,20,0,25,2.25,7.00,0.67,1.67,0,1.67,50,25,25,25,25,0,0,0,1.19,1.96,0.42,0.90,0.33,1.46,20,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,20,0,25,20,0,25,0
Lithuania National Team,Lithuania,2025,Lithuania,2,1,1,0,0,0,0,1,1,0,1,0,1,0.5,1,0,0,0,0,150,0,5,-5,5,0,5,0,0,0,5,0,-5,0,0,0,36,0,18,1,1,0,0,0,0,2,1,1,0,0,0,3,2,1,5,2,3,32,38,25,16,9,7,4,3,1,12,6,6,28,17,11,0,0,0,3,0,3,-3,0,-3,0,0,0,1,1,0,1,0,1,0.5,1,0,2.5,0,5,0,0,0,2.5,0,5,1.5,0,3,0,0,0,1.5,0,3,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,50,50,50,50,50,0,0,0,0,0,0,0,100,100,100,100,100,0,50,50,50,50,50,100,100,100,100,100,100,100,0,0,0,0,0,100,1,1,1,0,0,0,1,1,1,50,50,50,0,0,0,100,100,100,0,0,0,50,50,100,0,0,0,0,100,100,100,0,0,0,1,1,0,50,100,0,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,50,100,0,50,0,100,1.50,2.00,1.00,2.5,2,3.00,50,50,50,50,50,0,0,0,0.83,1.05,0.59,2.28,1.34,3.22,100,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,50,100,0,50,0,100,0
Iran National Team,Iran,2025,Iran,4,1,3,0,1,1,0,2,0,2,1,0,1,1.25,3,0.67,0,0,0,69,3,2,1,5,2,3,2,1,0,2,2,-1,120,45,273,180,0,134,3,1,2,1,0,1,2,0,2,1,1,0,18,4,14,3,1,2,54,59,52,23,6,17,8,5,3,15,1,14,27,0,27,2,2,0,1,0,1,1,2,-1,1,1,0,2,0,2,1,0,1,1.25,3,0.67,1.25,2,1,0.75,2,0.33,0.5,0,0.67,0.75,2,0.33,0.5,2,0,0.25,0,0.33,2,2,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,2,2,3,4,4,4,0,0,1,1,1,1,2,2,2,3,3,3,50,50,25,0,0,0,100,100,0,0,0,0,33,33,33,0,0,0,50,50,75,100,100,100,0,0,100,100,100,100,67,67,67,100,100,100,2,1,0,1,1,0,1,0,0,50,25,0,100,100,0,33,0,0,25,100,0,134,75,100,67,25,0,33,50,0,67,25,100,0,3,1,2,75,100,67,3,0,3,75,0,100,0,0,0,0,0,0,25,100,0,50,0,67,25,0,33,6.00,4.00,7.00,0.75,1,0.67,67,67,67,33,33,33,33,0,1.03,1.06,1.02,1.09,1.04,1.12,50,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,50,0,67,25,0,33,0
Ghana National Team,Ghana,2025,Ghana,3,0,3,0,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,97,4,3,1,7,0,7,0,4,0,3,0,1,68,0,68,90,0,90,1,0,1,0,0,0,2,0,2,1,0,1,9,0,9,3,0,3,59,0,59,39,0,39,15,0,15,24,0,24,25,0,25,3,0,3,1,0,1,2,0,2,1,0,1,1,0,1,1,0,1,1.33,0,1.33,2.33,0,2.33,1.33,0,1.33,1,0,1,1.33,0,1.33,1,0,1,0.33,0,0.33,3,2,1,1,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,1,2,2,3,3,0,0,0,0,0,0,0,1,2,2,3,3,100,67,33,33,0,0,0,0,0,0,0,0,100,67,33,33,0,0,0,33,67,67,100,100,0,0,0,0,0,0,0,33,67,67,100,100,2,1,1,0,0,0,2,1,1,67,33,33,0,0,0,67,33,33,33,0,33,0,33,0,33,0,0,0,67,0,67,33,0,33,2,0,2,67,0,67,2,0,2,67,0,67,0,0,0,0,0,0,33,0,33,33,0,33,33,0,33,3.00,0.00,3.00,1,0,1.00,33,33,0,0,0,0,0,0,1.03,0.00,1.36,0.63,0.00,0.96,33,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,67,0,67,0
British Virgin Islands,British Virgin Islands,2025,British Virgin Islands,6,0,6,0,2,0,2,2,0,2,2,0,2,1.33,0,1.33,0,0,0,28,10,7,3,17,0,17,0,10,0,7,0,3,54,0,54,77,0,77,2,0,2,3,0,3,2,0,2,2,0,2,11,0,11,0,0,0,48,0,48,18,0,18,11,0,11,7,0,7,32,0,32,4,0,4,3,0,3,1,0,1,2,0,2,2,0,2,2,0,2,1.33,0,1.33,2.83,0,2.83,1.67,0,1.67,1.17,0,1.17,1.17,0,1.17,0.67,0,0.67,0.5,0,0.5,5,4,3,2,2,1,0,0,0,0,0,0,5,4,3,2,2,1,1,2,3,4,4,5,0,0,0,0,0,0,1,2,3,4,4,5,83,67,50,33,33,17,0,0,0,0,0,0,83,67,50,33,33,17,17,33,50,67,67,83,0,0,0,0,0,0,17,33,50,67,67,83,4,2,1,0,0,0,4,2,1,67,33,17,0,0,0,67,33,17,33,0,33,0,33,0,33,50,0,50,33,0,33,33,0,33,4,0,4,67,0,67,4,0,4,67,0,67,0,0,0,0,0,0,33,0,33,33,0,33,33,0,33,3.67,0.00,3.67,0,0,0.00,33,33,33,33,33,0,0,0,0.59,0.00,0.93,0.67,0.00,1.00,50,1,0,0,0,4,1,1,2,1,1,0,0,2,0,1,0,1,2,33,0,33,33,0,33,0
Anguilla National Team,Anguilla,2025,Anguilla,7,3,4,0,2,1,1,1,1,0,4,1,3,1,1.33,0.75,0,0,0,43,6,13,-7,19,7,12,3,3,4,9,-1,-6,105,90,120,48,68,40,2,2,0,3,1,2,3,1,2,1,1,0,9,0,9,0,0,0,41,0,41,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,7,3,4,-7,-3,-4,0,0,0,2,2,0,4,1,3,0.33,0.67,0,2.71,2.33,3,0.86,1,0.75,1.86,1.33,2.25,1.17,1,1.33,0,0,0,1.17,1,1.33,6,5,4,2,1,1,2,1,1,1,1,1,4,4,3,1,0,0,1,2,3,5,6,6,1,2,2,2,2,2,0,0,1,3,4,4,86,71,57,29,14,14,67,33,33,33,33,33,100,100,75,25,0,0,14,29,43,71,86,86,33,67,67,67,67,67,0,0,25,75,100,100,4,2,1,1,1,1,3,1,0,67,33,17,33,33,33,100,33,0,29,33,25,22,29,67,0,43,33,50,43,33,50,14,33,0,2,2,0,33,67,0,6,3,3,100,100,100,0,0,0,0,0,0,0,0,0,33,67,0,67,33,100,3.00,0.00,3.00,0,0,0.00,100,67,67,67,33,0,0,0,0.22,0.00,0.56,0.80,0.00,1.13,71,0,0,0,0,0,2,1,0,1,2,2,2,1,0,3,0,0,2,14,33,0,57,33,75,0
Israel National Team,Israel,2025,Israel,2,1,1,0,0,0,0,1,0,1,1,1,0,0.5,0,1,0,0,0,141,0,1,-1,1,1,0,0,0,1,0,-1,0,0,0,0,180,90,0,1,0,1,0,0,0,2,1,1,0,0,0,8,4,4,3,0,3,59,55,62,19,8,11,3,1,2,16,7,9,23,10,13,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0.5,1,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,50,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,50,0,100,0,0,0,100,100,100,0,0,0,2,1,1,100,100,100,2,1,1,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,4.00,4.00,4.00,1.5,0,3.00,50,50,50,0,0,0,0,0,1.15,0.96,1.34,1.26,1.46,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,100,50,100,0,0
St. Kitts and Nevis National Team,St. Kitts and Nevis,2025,St. Kitts and Nevis,6,3,3,0,1,0,1,1,1,0,4,2,2,0.67,0.33,1,0,0,0,87,8,18,-10,26,12,14,3,5,9,9,-6,-4,68,90,54,30,30,30,1,1,0,4,2,2,2,1,1,2,1,1,18,14,4,0,0,0,49,50,48,21,21,0,12,12,0,9,9,0,20,20,0,4,1,3,4,1,3,0,0,0,1,0,1,3,2,1,1,0,1,1.2,1,1.33,4.33,4,4.67,1.33,1,1.67,3,3,3,1.6,1,2,0.8,0.5,1,0.8,0.5,1,5,5,5,4,3,2,2,2,2,2,1,1,3,3,3,2,2,1,1,1,1,2,3,4,1,1,1,1,2,2,0,0,0,1,1,2,83,83,83,67,50,33,67,67,67,67,33,33,100,100,100,67,67,33,17,17,17,33,50,67,33,33,33,33,67,67,0,0,0,33,33,67,3,3,2,1,1,0,2,2,2,60,60,40,50,50,0,67,67,67,17,0,33,0,17,33,0,67,67,67,33,33,33,33,33,33,3,1,2,60,50,67,3,1,2,60,50,67,1,1,0,20,50,0,20,0,33,60,100,33,20,0,33,3.60,4.67,2.00,0,0,0.00,60,60,40,40,40,40,40,20,0.64,0.92,0.21,1.21,1.77,0.37,250,2,1,0,1,0,1,0,0,1,1,1,1,1,0,1,2,3,2,17,33,0,67,67,67,20
Nicaragua National Team,Nicaragua,2025,Nicaragua,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,162,1,1,0,2,0,2,0,1,0,1,0,0,90,0,90,90,0,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,100,100,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,100,100,100,100,1,0,0,0,0,0,1,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
Cameroon National Team,Cameroon,2025,Cameroon,1,1,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,111,3,0,3,3,3,0,3,0,0,0,3,0,30,30,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,100,100,0,3,3,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,100,0,0,100,100,0,0,0,0,0,0,0,100,100,0,1,1,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea National Team,Equatorial Guinea,2025,Equatorial Guinea,3,1,2,0,1,0,1,0,0,0,2,1,1,1,0,1.5,0,0,0,98,2,4,-2,6,3,3,1,1,2,2,-1,-1,134,90,180,68,45,90,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,2,2,-2,-1,-1,1,0,1,0,0,0,2,1,1,1,0,1.5,2,3,1.5,0.67,1,0.5,1.33,2,1,2,3,1.5,0.67,1,0.5,1.33,2,1,3,2,1,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,1,2,3,3,3,0,0,0,1,1,1,0,1,2,2,2,2,100,67,33,0,0,0,100,100,100,0,0,0,100,50,0,0,0,0,0,33,67,100,100,100,0,0,0,100,100,100,0,50,100,100,100,100,3,2,1,1,1,1,2,1,0,100,67,33,100,100,100,100,50,0,33,0,50,-1,33,0,50,33,100,0,33,0,50,33,0,50,1,0,1,33,0,50,1,0,1,33,0,50,1,1,0,33,100,0,33,0,50,0,0,0,67,100,50,0.00,0.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,33,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,67,100,50,0
Gambia National Team,Gambia,2025,Gambia,2,0,2,0,1,0,1,1,0,1,0,0,0,2,0,2,0,0,0,76,4,3,1,7,0,7,0,4,0,3,0,1,45,0,45,60,0,60,0,0,0,2,0,2,0,0,0,2,0,2,4,0,4,0,0,0,35,0,35,7,0,7,4,0,4,3,0,3,25,0,25,3,0,3,1,0,1,2,0,2,2,0,2,0,0,0,0,0,0,3,0,3,3.5,0,3.5,2,0,2,1.5,0,1.5,2,0,2,1.5,0,1.5,0.5,0,0.5,2,2,2,1,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,100,100,100,50,0,0,0,0,0,0,0,0,100,100,100,50,0,0,0,0,0,50,100,100,0,0,0,0,0,0,0,0,0,50,100,100,2,1,1,0,0,0,2,1,1,100,50,50,0,0,0,100,50,50,50,0,50,0,0,0,0,100,0,100,0,0,0,100,0,100,1,0,1,50,0,50,0,0,0,0,0,0,1,0,1,50,0,50,100,0,100,0,0,0,0,0,0,4.00,0.00,4.00,0,0,0.00,100,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,50,0,50,0,0,0,0
Niger National Team,Niger,2025,Niger,8,4,4,0,2,2,0,4,2,2,2,0,2,1.25,2,0.5,0,0,0,17,15,12,3,27,17,10,12,3,5,7,7,-4,48,30,120,60,72,51,3,1,2,5,3,2,2,0,2,3,2,1,6,6,0,0,0,0,49,49,0,30,30,0,13,13,0,17,17,0,0,0,0,7,5,2,6,1,5,1,4,-3,2,2,0,2,0,2,2,0,2,1.33,3,0.5,3.38,4.25,2.5,1.88,3,0.75,1.5,1.25,1.75,2.17,3,1.75,1.17,2.5,0.5,1,0.5,1.25,6,6,4,4,4,2,4,4,2,2,2,2,2,2,2,2,2,0,2,2,4,4,4,6,0,0,2,2,2,2,2,2,2,2,2,4,75,75,50,50,50,25,100,100,50,50,50,50,50,50,50,50,50,0,25,25,50,50,50,75,0,0,50,50,50,50,50,50,50,50,50,100,4,4,4,2,2,2,2,2,2,67,67,67,100,100,100,50,50,50,25,50,0,39,38,25,50,63,75,50,25,0,50,38,50,25,3,1,2,50,50,50,2,0,2,33,0,50,3,1,2,50,50,50,33,100,0,33,0,50,33,0,50,3.00,3.00,0.00,0,0,0.00,50,50,0,0,0,0,0,0,1.25,1.75,0.00,0.26,0.76,0.00,113,3,0,1,2,3,2,1,0,1,0,1,1,1,3,1,0,2,1,50,50,50,25,0,50,0
Japan National Team,Japan,2025,Japan,6,4,2,0,3,3,0,2,1,1,1,0,1,1.83,2.5,0.5,0,0,0,11,10,6,4,16,14,2,10,0,4,2,6,-2,54,36,0,90,90,90,3,2,1,2,2,0,2,0,2,2,2,0,24,15,9,7,4,3,47,47,47,68,48,20,31,23,8,37,25,12,90,57,33,3,3,0,4,3,1,-1,0,-1,2,2,0,2,1,1,2,1,1,1.33,1.75,0.5,2.67,3.5,1,1.67,2.5,0,1,1,1,1.17,1.5,0.5,0.5,0.75,0,0.67,0.75,0.5,5,5,3,2,1,0,4,4,3,2,1,0,1,1,0,0,0,0,1,1,3,4,5,6,0,0,1,2,3,4,1,1,2,2,2,2,83,83,50,33,17,0,100,100,75,50,25,0,50,50,0,0,0,0,17,17,50,67,83,100,0,0,25,50,75,100,50,50,100,100,100,100,5,2,0,4,2,0,1,0,0,83,33,0,100,50,0,50,0,0,50,75,0,0,50,50,50,33,50,0,33,0,100,33,50,0,3,2,1,50,50,50,3,1,2,50,25,100,1,1,0,17,25,0,33,50,0,33,25,50,33,25,50,4.00,3.75,4.50,1.17,1,1.50,33,17,17,0,0,0,0,0,1.42,1.48,1.31,1.10,0.87,1.56,83,1,1,1,0,0,2,1,3,1,0,1,2,1,0,0,2,0,0,33,25,50,17,0,50,0
